"","Year","Month","Census.FIPS","FIPS.county","FIPS.state","ProjectTitle","Address","City","State","Zipcode","County","Type","Ownership","Strys","SqFt","Value1000","Dwellings","sizegroup"
"490","2008","03","16001",1,16,"Albertsons Store 180 (Remodel) (Meridian ID)","3301 W Cherry Ln","Meridian","ID","83642","ADA, ID","Stores","private",0,0,750,0,"Small"
"491","2008","08","16001",1,16,"Office Building (Alteration)","2796 S Victory View Wy","Ada County","ID","","ADA, ID","Offices_1-3_stories","private",0,0,117,0,"Small"
"492","2009","06","16001",1,16,"Great Wall Restaurant","Eagle Road & Fairview","Meridian","ID","83642","ADA, ID","Food_Beverage_Service","private",1,7000,750,0,"Small"
"493","2008","09","16001",1,16,"Primary Health State Street Clinic","6052 W State St","Boise","ID","83703","ADA, ID","Clinics_Nursing_Convalescent_Facilities","private",1,13100,1000,0,"Small"
"494","2009","10","16001",1,16,"Oregon Tile & Marble Office & Retail Store","12376 W Executive Dr","Boise","ID","83713","ADA, ID","Stores","private",0,0,570,0,"Small"
"495","2009","09","16001",1,16,"United States Marshals Service - 7th Floor TI (MATOC)","550 West Fort St","Boise","ID","83702","ADA, ID","Detention_Facilities","federal",0,0,3000,0,"Small"
"496","2009","12","16001",1,16,"Star Ward - LDS Church","9400 W Floating Feather Road","Eagle","ID","83616","ADA, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,15600,2296,0,"Small"
"497","2008","07","16001",1,16,"Office Building (Alteration)","2026 S Silverstone Wy","Meridian","ID","83642","ADA, ID","Offices_1-3_stories","private",0,0,146,0,"Small"
"498","2009","05","16001",1,16,"Boise State University Union Bldg Remodel","1700 University Dr","Boise","ID","83706","ADA, ID","Special_Schools","county",0,0,850,0,"Small"
"499","2008","01","16001",1,16,"Sears Footwear Retail Remodel #1129","460 N Milwaukee St","Boise","ID","83704","ADA, ID","Shopping_Centers","private",0,0,110,0,"Small"
"500","2008","02","16001",1,16,"Office Building (Alteration)","1501 S Federal Wy 4th Floor","Boise","ID","83705","ADA, ID","Offices_1-3_stories","private",0,0,173,0,"Small"
"501","2008","02","16001",1,16,"Medical Center (Alteration)","1673 W Shoreline Dr 230","Boise","ID","83702","ADA, ID","Hospitals","private",0,0,92,0,"Small"
"502","2008","06","16001",1,16,"Brown Mackie College TI","9050 Overland Rd","Boise","ID","83714","ADA, ID","Special_Schools","private",0,0,1300,0,"Small"
"503","2008","08","16001",1,16,"Office Building (Alteration)","398 S 9th St 240","Ada County","ID","","ADA, ID","Offices_1-3_stories","private",0,0,92,0,"Small"
"504","2009","02","16001",1,16,"ECCO Office Remodel (TI) (NEGOTIATED)","833 W Diamond St","Boise","ID","83705","ADA, ID","Offices_1-3_stories","private",0,0,723,0,"Small"
"505","2008","07","16001",1,16,"Meridian High School Elevator Addition & Improvements","1900 W Pine Ave","Meridian","ID","83642","ADA, ID","Senior_High_Schools","county",0,0,190,0,"Small"
"506","2008","08","16001",1,16,"Office Building (Alteration)","529 W Rossi St Block 1","Ada County","ID","","ADA, ID","Offices_1-3_stories","private",0,0,99,0,"Small"
"507","2009","01","16001",1,16,"Boise Airport Operation Renovation","Boise Airport","Boise","ID","83701","ADA, ID","Airline_Terminals","county",0,0,143,0,"Small"
"508","2008","09","16001",1,16,"Idaho Elks Hospital (Tenant Improvements)","600 Robbins Rd","Boise","ID","83702","ADA, ID","Hospitals","private",0,0,686,0,"Small"
"509","2008","03","16003",3,16,"Adams County Courthouse Structural Upgrade","201 Industrial Ave","Council","ID","83612","ADAMS, ID","Capitols_Court_Houses_City_Halls","county",0,0,130,0,"Small"
"510","2009","05","16003",3,16,"Upgrades to Fire Sprinker System & Building Improvements","Miller & McLean St","New Meadows","ID","83654","ADAMS, ID","Senior_High_Schools","county",0,0,310,0,"Small"
"511","2009","04","16005",5,16,"2 New Restrooms & Dance Floor (Addition)","1304 N MAIN ST","Pocatello","ID","83204","BANNOCK, ID","Miscellaneous_Amusement_Recreational","private",1,1300,140,0,"Small"
"512","2009","05","16005",5,16,"Retail Building (Alteration) Pit Stop Convenience Store","1309 N ARTHUR AVE","Pocatello","ID","83204","BANNOCK, ID","Stores","private",0,0,90,0,"Small"
"513","2008","09","16005",5,16,"Idaho State University - Renovate General Classrooms","749 E Humbolt","Pocatello","ID","83201","BANNOCK, ID","Colleges_Universities_Except_Community","state",0,0,178,0,"Small"
"514","2008","07","16005",5,16,"Office Building (Alteration)","1000 Pocatello Creek Rd","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",0,0,80,0,"Small"
"515","2008","05","16005",5,16,"ISU Owen-Redfield Bldg & College of Technology Remodel","1151 Red Hill Rd Bldg 42","Pocatello","ID","83201","BANNOCK, ID","Colleges_Universities_Except_Community","county",0,0,740,0,"Small"
"516","2008","02","16005",5,16,"ISU College of Engineering Bldg 79 (Renovation) (RE-BID)","1030 S 2nd Ave","Pocatello","ID","83201","BANNOCK, ID","Colleges_Universities_Except_Community","state",0,0,184,0,"Small"
"517","2008","06","16005",5,16,"Cardona Senior Apartments (NEGOTIATED)","5846 Hawthorne Rd","Chubbuck","ID","83202","BANNOCK, ID","Apartments_5+_Units_1-3_Stories","private",2,45900,3500,51,"Medium"
"518","2008","02","16005",5,16,"Restaurant (Alteration/Interior)","945 S 5th Ave","Pocatello","ID","83201","BANNOCK, ID","Food_Beverage_Service","private",0,0,218,0,"Small"
"519","2009","06","16005",5,16,"9th District Circuit Court Remodel","St to be announced","Pocatello","ID","83201","BANNOCK, ID","Capitols_Court_Houses_City_Halls","private",0,0,500,0,"Small"
"520","2009","06","16005",5,16,"Medical Center (Alteration) Portneuf Med Center","777 HOSPITAL WAY","Pocatello","ID","83201","BANNOCK, ID","Hospitals","private",0,0,89,0,"Small"
"521","2009","02","16005",5,16,"Womens Softball Complex Restrooms at Capell Park","off of Park Lawn Drive","Chubbuck","ID","83202","BANNOCK, ID","Miscellaneous_Amusement_Recreational","county",1,1300,139,0,"Small"
"522","2009","09","16005",5,16,"ISU Measure & Control, Engineering Research Center Ph 2","1030 S 2nd Ave","Pocatello","ID","83201","BANNOCK, ID","Colleges_Universities_Except_Community","state",0,0,395,0,"Small"
"523","2008","11","16005",5,16,"Office Building","1 Hoku Wy","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",1,1100,80,0,"Small"
"524","2008","08","16005",5,16,"ISU Student Recreation Center (Addition)","Idaho State University Campus","Pocatello","ID","83209","BANNOCK, ID","Miscellaneous_Amusement_Recreational","state",2,32000,6300,0,"Medium"
"525","2008","02","16005",5,16,"Rail Road Crossing","1595 Yellowstone Ave","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",1,12500,950,0,"Small"
"526","2008","10","16005",5,16,"Snake River Supply Store","3700 Highway 30 W","Pocatello","ID","83201","BANNOCK, ID","Stores","private",1,6900,500,0,"Small"
"527","2008","07","16005",5,16,"Pocatello West 41st Ward","Aaron Rd at Kinghorn Road","Pocatello","ID","83201","BANNOCK, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,16500,2400,0,"Small"
"528","2009","07","16005",5,16,"Portneuf Medical Center - (Renovation) (NEGOTIATED)","777 Hospital Way","Pocatello","ID","83201","BANNOCK, ID","Hospitals","private",6,297500,150000,0,"XLarge"
"529","2008","04","16005",5,16,"Costco Gas Station (Pocatello ID) (NEGOTIATED)","TBA","Pocatello","ID","83201","BANNOCK, ID","Auto_Service","private",1,16100,1500,0,"Small"
"530","2009","04","16005",5,16,"Chubbuck (ID) Wal-Mart Medical Clinics # 1995-05 (","4240 Yellowstone Ave","Chubbuck","ID","83202","BANNOCK, ID","Stores","private",0,0,1000,0,"Small"
"531","2008","04","16005",5,16,"Restaurant (Alteration)","2720 Bannock Hwy","Pocatello","ID","83204","BANNOCK, ID","Food_Beverage_Service","private",0,0,320,0,"Small"
"532","2009","07","16005",5,16,"Reception Conference Room (Addition)","201 E CENTER ST","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",1,1300,101,0,"Small"
"533","2009","03","16005",5,16,"Office Building (Alteration)","777 Hospital Way","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",0,0,300,0,"Small"
"534","2008","03","16005",5,16,"Bank of Commerce (NEGOTIATED)","Rail Crossing Development","Pocatello","ID","83201","BANNOCK, ID","Banks_Financial_1-3_stories","federal",1,5500,400,0,"Small"
"535","2009","05","16005",5,16,"Judges Chamber-Alteration","801 E Sherman St","Pocatello","ID","83201","BANNOCK, ID","Capitols_Court_Houses_City_Halls","private",0,0,475,0,"Small"
"536","2008","07","16005",5,16,"Restaurant","2365 via caporetti","Pocatello","ID","83201","BANNOCK, ID","Food_Beverage_Service","private",1,700,75,0,"Small"
"537","2009","05","16005",5,16,"Restroom Remodel of Various School District Bldgs","various locations","Pocatello","ID","83201","BANNOCK, ID","Miscellaneous_Amusement_Recreational","county",0,0,57,0,"Small"
"538","2008","06","16005",5,16,"ISU Renovate BA, ERP Program","Idaho State University","Pocatello","ID","83201","BANNOCK, ID","Colleges_Universities_Except_Community","state",0,0,728,0,"Small"
"539","2009","04","16005",5,16,"Behavioral Health Clinic (Alteration) Portneuf Medical Cent","500 S 11th Ave","Pocatello","ID","83201","BANNOCK, ID","Hospitals","private",0,0,111,0,"Small"
"540","2008","05","16005",5,16,"Hot Pool Admin Area Remodel & 2nd Level Tenant Space","430 East Main St","Lava Hot Springs","ID","83201","BANNOCK, ID","Offices_1-3_stories","county",0,0,146,0,"Small"
"541","2009","07","16005",5,16,"Lava Maintenance Shop","near Olympic Swimming Pool","Lava Hot Springs","ID","83246","BANNOCK, ID","Bus_and_Truck_Service","county",1,2700,197,0,"Small"
"542","2008","08","16005",5,16,"Office Building (Alteration)","518 N 4th Ave","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",0,0,130,0,"Small"
"543","2009","01","16005",5,16,"Caldwell Park Wards LDS Church (Interior Remodel)","135 S 7th Ave","Pocatello","ID","83201","BANNOCK, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,200,0,"Small"
"544","2009","08","16005",5,16,"LDS Church (Alteration)","1440 LAKEVIEW DR","Pocatello","ID","83201","BANNOCK, ID","Houses_of_Worship_Other_Religious_Bldgs","private",0,0,112,0,"Small"
"545","2008","04","16005",5,16,"McDonald's Restaurant","831 Yellowstone Ave","Pocatello","ID","83201","BANNOCK, ID","Food_Beverage_Service","private",1,7000,592,0,"Small"
"546","2009","04","16005",5,16,"Renovate Anthropology Labs at Graveley Hall ISU","921 S 8th Ave","Pocatello","ID","83201","BANNOCK, ID","Colleges_Universities_Except_Community","state",0,0,101,0,"Small"
"547","2008","10","16005",5,16,"Office Building (New)","305 N 3rd Ave","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",1,14900,1000,0,"Small"
"548","2008","06","16005",5,16,"Church (Addition)","856 W Eldredge Rd","Pocatello","ID","83201","BANNOCK, ID","Houses_of_Worship_Other_Religious_Bldgs","private",1,1500,140,0,"Small"
"549","2009","04","16005",5,16,"Portneuf Medical Center Behavior Health Clinic (Remodel)","651 Memorial Dr","Pocatello","ID","83201","BANNOCK, ID","Clinics_Nursing_Convalescent_Facilities","county",0,0,400,0,"Small"
"550","2008","06","16005",5,16,"Retail Building (Alteration/Addition)","2523 Pole Line Rd","Pocatello","ID","83201","BANNOCK, ID","Stores","private",1,3000,375,0,"Small"
"551","2008","03","16005",5,16,"Office Building (Alteration)","666 W Day St","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",0,0,118,0,"Small"
"552","2008","07","16005",5,16,"State of Idaho Veterans Home - Expand Chapel Renovation","1957 Alvin Ricken Dr","Pocatello","ID","83201","BANNOCK, ID","Houses_of_Worship_Other_Religious_Bldgs","state",0,0,237,0,"Small"
"553","2008","07","16005",5,16,"ISU - Renovate KISU Station Liberal Arts Building","749 East Humbolt","Pocatello","ID","83291","BANNOCK, ID","Colleges_Universities_Except_Community","state",0,0,380,0,"Small"
"554","2008","10","16005",5,16,"Idaho Fish and Game Office (Addition)","1345 Barton Rd","Pocatello","ID","83204","BANNOCK, ID","Offices_1-3_stories","state",1,5200,785,0,"Small"
"555","2008","06","16005",5,16,"Toilet Room Remodel - Various District Bldgs","various district bldgs","Pocatello","ID","83201","BANNOCK, ID","Primary_Schools","county",0,0,200,0,"Small"
"556","2009","02","16005",5,16,"Office Building (Alteration) Paxton Likness","518 N 4th Ave","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",0,0,130,0,"Small"
"557","2008","10","16005",5,16,"ISU Consolidated Student Enrollment/Relocate Offices (Ph I)","749 Humbolt","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","state",0,0,274,0,"Small"
"558","2008","06","16005",5,16,"Pocatello National Guard Armory Renovation/Addn (RE-BID)","10714 Fairgrounds Rd","Pocatello","ID","83202","BANNOCK, ID","Armories_Military_Buildings","state",1,60100,1245,0,"Large"
"559","2008","07","16005",5,16,"Storage Buildings","1108 S Main St","Pocatello","ID","83204","BANNOCK, ID","Warehouses_Non-Refrigerated","private",1,6900,500,0,"Small"
"560","2009","05","16005",5,16,"Applebee's (TI)","1411 Bench Rd","Pocatello","ID","83201","BANNOCK, ID","Food_Beverage_Service","private",0,0,500,0,"Small"
"561","2009","04","16005",5,16,"Office Building (Alteration)","1501 BENCH RD","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",0,0,145,0,"Small"
"562","2009","03","16005",5,16,"CNL Retirement DAS (Alteration)","777 Hospital Wy","Pocatello","ID","83201","BANNOCK, ID","Offices_1-3_stories","private",0,0,160,0,"Small"
"563","2008","03","16005",5,16,"Costco Retail Store (Pocatello ID) (NEGOTIATED)","TBA","Pocatello","ID","83201","BANNOCK, ID","Stores","private",1,148000,7000,0,"Large"
"564","2009","11","16009",9,16,"New Building for Plummer Library","849 D Street","Plummer","ID","83851","BENEWAH, ID","Libraries","county",1,7600,630,0,"Small"
"565","2008","01","16009",9,16,"Heyburn State Park Welcome Center/Restroom Rehab (Historic)","Heyburn State Park","Plummer","ID","83851","BENEWAH, ID","Exhibition_Halls","state",1,2500,400,0,"Small"
"566","2009","04","16011",11,16,"New Shelly Elementary School","1463 N 800 E","Shelley","ID","83274","BINGHAM, ID","Primary_Schools","county",1,59000,4100,0,"Medium"
"567","2009","07","16011",11,16,"Shoshone-Bannock Tribes TWRD (Renovation & Expansion)","East Reservation Road & Hwy 91","Fort Hall","ID","83203","BINGHAM, ID","Offices_1-3_stories","private",1,7400,1343,0,"Small"
"568","2009","08","16011",11,16,"Idaho Science and Technology Charter School","55 N 550 W","Blackfoot","ID","83221","BINGHAM, ID","Senior_High_Schools","county",1,35000,3000,0,"Medium"
"569","2008","05","16011",11,16,"Stuart Elementary School Interior Renovations","475 W Center St","Shelley","ID","83274","BINGHAM, ID","Primary_Schools","county",0,0,1600,0,"Small"
"570","2009","10","16011",11,16,"Riverside Elementary School (Remodel) (Design/Build)","16 S 700 W","Blackfoot","ID","83221","BINGHAM, ID","Primary_Schools","county",0,0,250,0,"Small"
"571","2008","07","16011",11,16,"Blackfoot School District #55 - Separate Const Projects (15)","270 E Bridge St","Blackfoot","ID","83221","BINGHAM, ID","Offices_1-3_stories","county",0,0,800,0,"Small"
"572","2009","09","16011",11,16,"Blackfoot (ID) Wal-Mart Supercenter # 1905-104 (Remodel)","565 Jensen Grove Dr","Blackfoot","ID","83221","BINGHAM, ID","Stores","private",0,0,2000,0,"Small"
"573","2009","08","16011",11,16,"State Hospital South Emergency Preparedness Isolation Room","700 E Alice St","Blackfoot","ID","83221","BINGHAM, ID","Hospitals","county",0,0,114,0,"Small"
"574","2008","03","16011",11,16,"Shoshone/Bannock Tribal Justice Center","Agency Road","Fort Hall","ID","83203","BINGHAM, ID","Capitols_Court_Houses_City_Halls","federal",2,65000,14670,0,"Large"
"575","2009","03","16011",11,16,"Blackfoot (ID) Wal-Mart Medical Clinic # 1905-06","565 Jensen Grove Dr","Blackfoot","ID","83221","BINGHAM, ID","Stores","private",0,0,500,0,"Small"
"576","2009","10","16011",11,16,"Alsco Incorporated Office Remodel","410 E Walker St","Blackfoot","ID","83221","BINGHAM, ID","Offices_1-3_stories","private",0,0,420,0,"Small"
"577","2008","08","16011",11,16,"Bealls Department Store (Blackfoot ID)","1350 Parkway Dr","Blackfoot","ID","83221","BINGHAM, ID","Stores","private",0,0,700,0,"Small"
"578","2008","07","16011",11,16,"Blackfoot Satellite Casino","Simplot Road","Fort Hall","ID","83203","BINGHAM, ID","Miscellaneous_Amusement_Recreational","private",1,13200,2112,0,"Small"
"579","2008","12","16013",13,16,"Senior Center","721 S 3rd Ave","Hailey","ID","83333","BLAINE, ID","Clubs_and_Lodges","private",1,16000,1300,0,"Small"
"580","2009","12","16013",13,16,"ID/DOT SH-75 & US20 Timmerman Rest Area Reconst","US20 & SH-75","Ketchum","ID","83340","BLAINE, ID","Miscellaneous_Amusement_Recreational","state",0,0,1989,0,"Small"
"581","2009","07","16013",13,16,"School (Alteration)","118 W Bullion St","Hailey","ID","83333","BLAINE, ID","Special_Schools","private",0,0,252,0,"Small"
"582","2009","08","16013",13,16,"School (Alteration)","1060 FOX ACRES RD","Hailey","ID","83333","BLAINE, ID","Primary_Schools","private",0,0,138,0,"Small"
"583","2008","08","16013",13,16,"Warehouse","4111 Glenbrook Dr","Hailey","ID","83333","BLAINE, ID","Warehouses_Non-Refrigerated","private",1,12900,593,0,"Small"
"584","2009","05","16013",13,16,"Office Building","500 Serenade Ln","Ketchum","ID","83340","BLAINE, ID","Offices_1-3_stories","private",1,6800,520,0,"Small"
"585","2009","10","16013",13,16,"Office Building (Alteration) 123 LLC","103 S MAIN ST","Hailey","ID","83333","BLAINE, ID","Offices_1-3_stories","private",0,0,100,0,"Small"
"586","2008","03","16013",13,16,"Carwash","920 Main St","Hailey","ID","83333","BLAINE, ID","Auto_Service","private",1,3200,384,0,"Small"
"587","2009","12","16013",13,16,"Office Building (Alteration)","360 E Ave N","Ketchum","ID","83340","BLAINE, ID","Offices_1-3_stories","private",0,0,90,0,"Small"
"588","2009","08","16013",13,16,"Restaurant","251 Main St N","Ketchum","ID","83340","BLAINE, ID","Food_Beverage_Service","private",1,11900,1000,0,"Small"
